element,id,name,brand,addr:street,addr:housenumber,addr:city,addr:postcode,phone,website,geometry,lat,lon,is_duplicate
way,531288642,MCDONALD'S,McDonald's,,,,,,,"POLYGON ((-46.6727779 -23.4785623, -46.6726794 -23.4786075, -46.6726899 -23.4786289, -46.6726325 -23.4786677, -46.6726658 -23.4787322, -46.6728888 -23.4786131, -46.672866 -23.4785378, -46.6727948 -23.4785712, -46.6727779 -23.4785623))",-23.478463084894614,-46.67270553970006,1
way,543839755,MCDONALD'S,McDonald's,Avenida Imirim,3069,São Paulo,,,,"POLYGON ((-46.6562165 -23.4808294, -46.6564856 -23.4809663, -46.6564733 -23.4809858, -46.6563993 -23.4811028, -46.6563335 -23.4812067, -46.6562902 -23.4812751, -46.6562601 -23.4813227, -46.6561157 -23.4812429, -46.6560014 -23.4811725, -46.6560307 -23.4811264, -46.656077 -23.4810533, -46.6560817 -23.4810459, -46.6561215 -23.4809805, -46.6561286 -23.4809689, -46.6562051 -23.4808431, -46.6562165 -23.4808294))",-23.480634495449348,-46.656607133375594,1
way,580895426,MCDONALD'S,McDonald's,Avenida Sapopemba,8671,São Paulo,03989-000,,,"POLYGON ((-46.5172052 -23.5986312, -46.5172243 -23.598761, -46.5173135 -23.5987499, -46.5173113 -23.5987344, -46.5174311 -23.5987195, -46.5174262 -23.5986858, -46.5174611 -23.5986814, -46.5174661 -23.5986754, -46.5174779 -23.5986739, -46.5174755 -23.5986575, -46.5174443 -23.5986614, -46.5174382 -23.5986198, -46.5172963 -23.5986375, -46.5172937 -23.5986201, -46.5172052 -23.5986312))",-23.5982927259507,-46.51707940423022,1
way,615957965,Mc Donalds,McDonald's,,,,,,,"POLYGON ((-46.5803549 -23.4086245, -46.5802329 -23.4086546, -46.5802892 -23.4088471, -46.580313 -23.4088412, -46.5803236 -23.4088777, -46.5804219 -23.4088534, -46.5803549 -23.4086245))",-23.408978206112376,-46.58022323336363,1
way,618148590,MCDONALDS,McDonald's,,,,,,,"POLYGON ((-46.639277 -23.5039166, -46.639223 -23.5038902, -46.6391745 -23.5038664, -46.63914 -23.5039195, -46.6391367 -23.5039166, -46.6390921 -23.5039858, -46.6390764 -23.5039764, -46.6390204 -23.5040638, -46.6390268 -23.5040687, -46.6389961 -23.5041148, -46.639059 -23.5041508, -46.6390508 -23.5041635, -46.6390824 -23.5041815, -46.6390903 -23.5041686, -46.6391293 -23.5041902, -46.6392614 -23.503986, -46.6392404 -23.5039741, -46.639277 -23.5039166))",-23.504328316682425,-46.63900597596051,1
way,618440554,MCDONALDS,McDonald's,Rua Professor Valério Giuli,104,São Paulo,02416-000,,,"POLYGON ((-46.6317504 -23.4821175, -46.631741 -23.4821486, -46.6316967 -23.4821372, -46.6316793 -23.4821946, -46.6316654 -23.482191, -46.6316204 -23.4823396, -46.6316352 -23.4823434, -46.6316174 -23.4824022, -46.6317354 -23.4824326, -46.6317534 -23.4823732, -46.6317681 -23.4823771, -46.6317835 -23.4823261, -46.6317938 -23.4823288, -46.6318237 -23.4822299, -46.6317966 -23.482223, -46.6318139 -23.4821657, -46.6317709 -23.4821546, -46.6317799 -23.4821252, -46.6317504 -23.4821175))",-23.482275558946583,-46.631968659574255,1
way,619055861,MCDONALD'S,McDonald's,Avenida Senador Teotônio Vilela,3347,São Paulo,04801-010,,https://www.mcdonalds.com.br/,"POLYGON ((-46.6978724 -23.7302073, -46.6980315 -23.7302756, -46.698073 -23.7301937, -46.6979139 -23.7301254, -46.6978724 -23.7302073))",-23.730608201532284,-46.69804912422745,1
way,619988208,MCDONALDS,McDonald's,,,,,,,"POLYGON ((-46.7706757 -23.6660554, -46.7706967 -23.6660799, -46.7706642 -23.6660918, -46.7707246 -23.6661587, -46.7709165 -23.6660011, -46.7708308 -23.6659164, -46.7706757 -23.6660554))",-23.666492095515792,-46.77095219344298,1
way,621026783,Mc Donalds,McDonald's,Avenida Júlio Buono,,,,,,"POLYGON ((-46.5837698 -23.4791013, -46.5837525 -23.4791268, -46.5837371 -23.4791184, -46.583668 -23.4792197, -46.5836799 -23.479227, -46.583626 -23.4793029, -46.5836586 -23.4793214, -46.5836268 -23.4793645, -46.5836467 -23.4793757, -46.5836575 -23.4793594, -46.5836978 -23.4793834, -46.5837716 -23.4792823, -46.5837843 -23.4792897, -46.5838551 -23.479191, -46.5838424 -23.4791843, -46.5838617 -23.4791564, -46.5837698 -23.4791013))",-23.479099423151,-46.58397792149234,1
way,714038136,McDonald's,McDonald's,,,,,,,"POLYGON ((-46.6150364 -23.5015037, -46.6149877 -23.501498, -46.6149851 -23.5015167, -46.6149638 -23.5015144, -46.6149428 -23.5016573, -46.6149806 -23.501661, -46.6149757 -23.5017003, -46.6150364 -23.5017068, -46.6150768 -23.5017111, -46.6150813 -23.5016754, -46.6151052 -23.5016777, -46.6151234 -23.5015355, -46.6151021 -23.5015334, -46.615105 -23.5015118, -46.6150364 -23.5015037))",-23.501549846259962,-46.6151062861908,1
way,715131205,MCDONALD'S,McDonald's,Rua Serra de Bragança,381,São Paulo,03318-000,,,"POLYGON ((-46.5714592 -23.5452198, -46.5714348 -23.5453234, -46.5713831 -23.5453114, -46.5713531 -23.5454463, -46.5713585 -23.5454473, -46.5715554 -23.5454852, -46.571598 -23.5453035, -46.5715881 -23.545302, -46.5716008 -23.5452465, -46.5714592 -23.5452198))",-23.54574663754441,-46.57104257961798,1
way,727276294,Mc Donalds,McDonald's,Avenida Eliseu de Almeida,,,,,,"POLYGON ((-46.7336818 -23.5887459, -46.7336424 -23.5888235, -46.7336007 -23.5888062, -46.7335844 -23.5888301, -46.7333935 -23.5887541, -46.7334492 -23.5886541, -46.7336818 -23.5887459))",-23.588701522155084,-46.733200423841105,1
way,732209894,Mc Donalds,McDonald's,Rua Funchal,500,São Paulo,04551-060,,,"POLYGON ((-46.6905775 -23.5949308, -46.6907029 -23.5948737, -46.6906115 -23.5946846, -46.6904759 -23.5947413, -46.6905775 -23.5949308))",-23.594876924021925,-46.69104938934525,1
way,740690254,MCDONALDS,McDonald's,,,,,,,"POLYGON ((-46.6722637 -23.6440201, -46.6722745 -23.6438014, -46.6722212 -23.6437917, -46.6720895 -23.6437533, -46.6720218 -23.6437308, -46.6719571 -23.6437449, -46.6717677 -23.6438804, -46.671743 -23.6439213, -46.6717492 -23.6439594, -46.6717923 -23.6439933, -46.6719918 -23.6440357, -46.672123 -23.644074, -46.6721982 -23.6440473, -46.6722637 -23.6440201))",-23.643506414106202,-46.67173980516983,1
way,756311929,MCDONALD'S,McDonald's,Rodovia Raposo Tavares (local),,,,,,"POLYGON ((-46.7941457 -23.5878931, -46.7940406 -23.5880113, -46.7939848 -23.5879792, -46.7940813 -23.5878489, -46.7941457 -23.5878931))",-23.58753199390143,-46.79435454580672,1
way,762725640,Mc Donalds,McDonald's,,,,,,,"POLYGON ((-46.7075343 -23.7447316, -46.707567 -23.744875, -46.707323 -23.7449216, -46.7072903 -23.7447782, -46.7075343 -23.7447316))",-23.744659666589367,-46.70757497136538,1
way,764308008,McDonald's,McDonald's,,,,,,,"POLYGON ((-46.6811241 -23.6206616, -46.6812421 -23.6207796, -46.6812314 -23.6208017, -46.6810061 -23.6209565, -46.6809337 -23.6208656, -46.6811161 -23.6207255, -46.6810758 -23.6206813, -46.6811241 -23.6206616))",-23.620341894816224,-46.68084146670742,1
way,765975918,Mc Donalds,McDonald's,,,,,,,"POLYGON ((-46.4725045 -23.5397629, -46.4724722 -23.5398278, -46.4724558 -23.5398213, -46.4724071 -23.5399252, -46.4722815 -23.5398773, -46.4723611 -23.5397062, -46.4725045 -23.5397629))",-23.53945018781597,-46.471912605914255,1
way,882079788,Mc Donalds,McDonald's,,,,,,,"POLYGON ((-46.692722 -23.4970901, -46.6926234 -23.4968273, -46.6924878 -23.4968612, -46.6925957 -23.4971325, -46.692722 -23.4970901))",-23.496595560211325,-46.693081671829276,1
way,887514350,MCDONALDS,McDonald's,Rua Voluntários da Pátria,2273,São Paulo,02011-600,,,"POLYGON ((-46.6261775 -23.500117, -46.6261631 -23.500191, -46.626099 -23.5001955, -46.6260922 -23.5001281, -46.6258687 -23.5001773, -46.6258738 -23.5002004, -46.6258819 -23.5002376, -46.6258877 -23.5002639, -46.6259099 -23.5002881, -46.6259206 -23.5002876, -46.6261805 -23.5002743, -46.6261794 -23.5002194, -46.6261775 -23.500117))",-23.499936156862056,-46.62611303279542,1
way,897093135,Mc Donalds,McDonald's,,,,,,,"POLYGON ((-46.631741 -23.4826038, -46.6317485 -23.482577, -46.6316938 -23.4825663, -46.6316871 -23.4825925, -46.631741 -23.4826038))",-23.482818094634826,-46.63143035552437,1
way,921546899,MCDONALD'S,McDonald's,Avenida Regente Feijó,1644,São Paulo,03342-000,,,"POLYGON ((-46.5616876 -23.5623909, -46.56158 -23.5624443, -46.5616902 -23.5626307, -46.5617977 -23.5625773, -46.5616876 -23.5623909))",-23.5626282480273,-46.56215014194787,1
way,1013332958,McDonald's,McDonald's,Avenida Senador Teotônio Vilela,7908,São Paulo,04864-002,,,"POLYGON ((-46.7169834 -23.7647856, -46.717096 -23.7648942, -46.7170772 -23.7649106, -46.7170927 -23.7649476, -46.7170731 -23.7649545, -46.7170767 -23.7649631, -46.717002 -23.7649894, -46.7169985 -23.7649811, -46.7169531 -23.7649971, -46.7168794 -23.7648223, -46.7169834 -23.7647856))",-23.765169605099324,-46.71667135197431,1
way,1030144858,McDonald's,McDonald's,,,,,,,"POLYGON ((-46.61511 -23.5014798, -46.6150832 -23.5014768, -46.6150889 -23.5014287, -46.6151167 -23.5014354, -46.61511 -23.5014798))",-23.50160528022092,-46.614779022042065,1
way,1047427085,Mc Donalds,McDonald's,Rua Serra de Botucatu,2001,São Paulo,03317-001,,,"POLYGON ((-46.5515913 -23.5404552, -46.5515404 -23.5403695, -46.5513734 -23.5404465, -46.5513887 -23.5404723, -46.551512 -23.5404946, -46.5515913 -23.5404552))",-23.540717991052883,-46.55133156736886,1
way,1050645398,McDonald's,McDonald's,Avenida das Nações Unidas,22178,São Paulo,04696-005,,,"POLYGON ((-46.7001085 -23.6752075, -46.7000825 -23.6751918, -46.7000508 -23.6751726, -46.6999862 -23.6752413, -46.7000355 -23.675277, -46.700117 -23.6753363, -46.7002429 -23.6754209, -46.7003522 -23.6752944, -46.7003723 -23.6753073, -46.7004421 -23.6752275, -46.7002181 -23.6750623, -46.7001085 -23.6752075))",-23.675415224071113,-46.699857867437814,1
way,1095473451,MCDONALDS,McDonald's,Avenida Ibirapuera,2645,São Paulo,04029-200,,,"POLYGON ((-46.6646763 -23.606955, -46.6648998 -23.6067751, -46.6649682 -23.606719, -46.6648764 -23.6066196, -46.6648563 -23.6065978, -46.6648239 -23.6065933, -46.6645475 -23.6068172, -46.6646763 -23.606955))",-23.60691734012627,-46.66474847887987,1
way,1095525569,MCDONALDS,McDonald's,,,,,,,"POLYGON ((-46.6814194 -23.5893762, -46.6813611 -23.5893609, -46.6813649 -23.589349, -46.6812702 -23.589324, -46.6812428 -23.5894111, -46.6813957 -23.5894515, -46.6814194 -23.5893762))",-23.588949882254614,-46.68171438129895,1
way,1099889001,MCDONALDS,McDonald's,Avenida Presidente Tancredo Neves,,,,,,"POLYGON ((-46.6062397 -23.6094583, -46.6059395 -23.6095424, -46.6059104 -23.6095055, -46.6057626 -23.609567, -46.6057626 -23.6095978, -46.6058499 -23.6097949, -46.606009 -23.6097456, -46.6059798 -23.6096348, -46.6062576 -23.6095363, -46.606271 -23.6095075, -46.6062397 -23.6094583))",-23.609931171434216,-46.60550661076361,1
way,1106064811,MCDONALDS,McDonald's,Alameda dos Jurupis,1948,São Paulo,04088-006,,,"POLYGON ((-46.6694148 -23.6130264, -46.6688628 -23.6134707, -46.6686799 -23.613615, -46.6688942 -23.61384, -46.6690037 -23.6139549, -46.6690436 -23.6139668, -46.6690881 -23.613949, -46.6697358 -23.6134432, -46.6697502 -23.6134117, -46.6697462 -23.6133762, -46.6696396 -23.6132637, -46.6694148 -23.6130264))",-23.61397034635831,-46.66913185410895,1
way,1143713115,MCDONALDS,McDonald's,Avenida General Edgard Facó,,,,,,"POLYGON ((-46.7064267 -23.4994783, -46.7064121 -23.4995818, -46.7061174 -23.499576, -46.7061069 -23.4994917, -46.7061237 -23.4994476, -46.7061947 -23.4994438, -46.7064267 -23.4994783))",-23.499288508876226,-46.70644665338552,1
way,1178167135,MCDONALD'S,McDonald's,Avenida Atlântica,3771,São Paulo,,,,"POLYGON ((-46.7147847 -23.6959038, -46.71437 -23.6959146, -46.7143597 -23.6959147, -46.7143526 -23.6956926, -46.7147773 -23.6956883, -46.714781 -23.695796, -46.7147847 -23.6959038))",-23.695914737552947,-46.71449089815772,1
way,1178436298,MCDONALDS,McDonald's,Rua Vergueiro,205,São Paulo,01504-001,,,"POLYGON ((-46.6389776 -23.5639356, -46.6390023 -23.5640532, -46.6386713 -23.5641068, -46.6386511 -23.5640005, -46.6387104 -23.56399, -46.6387169 -23.5640238, -46.6387417 -23.5640197, -46.6387352 -23.5639856, -46.6388938 -23.5639574, -46.6389014 -23.5639929, -46.6389268 -23.5639883, -46.6389192 -23.5639529, -46.6389776 -23.5639356))",-23.56448257845646,-46.63889220482235,1
way,1180736143,Mc Donalds,McDonald's,Avenida Brigadeiro Faria Lima,1215,São Paulo,01452-002,,,"POLYGON ((-46.6921625 -23.5683113, -46.6921192 -23.5683744, -46.6921482 -23.5684042, -46.6921688 -23.5683721, -46.6921825 -23.5683508, -46.6921734 -23.5683462, -46.6921625 -23.5683113))",-23.56849684190791,-46.69258151808635,1
way,1204235539,MCDONALDS,McDonald's,Rua Leite de Morais,107,São Paulo,02034-020,,,"POLYGON ((-46.6253638 -23.502927, -46.6252451 -23.5029498, -46.6252699 -23.5030419, -46.6253875 -23.5030217, -46.6253638 -23.502927))",-23.50286178897246,-46.62515340009983,1
way,1217659220,MCDONALD'S,McDonald's,Avenida Santos Dumont,508,São Paulo,01101-000,,,"POLYGON ((-46.6303232 -23.5241441, -46.6303718 -23.5241293, -46.6303778 -23.5241275, -46.6304055 -23.5241207, -46.6304171 -23.5241823, -46.6304337 -23.52427, -46.6304387 -23.5242962, -46.6304433 -23.5243206, -46.630365 -23.5243764, -46.6303136 -23.5244131, -46.6302855 -23.524433, -46.6301774 -23.5245101, -46.6301394 -23.5244059, -46.6301337 -23.5243909, -46.6300964 -23.5243975, -46.6300689 -23.5243096, -46.6300624 -23.5243113, -46.6299872 -23.5243303, -46.6299151 -23.5243439, -46.6298123 -23.5243632, -46.6297985 -23.5242796, -46.6298633 -23.5242673, -46.6299657 -23.5242479, -46.6300557 -23.524223, -46.6300931 -23.5242126, -46.6301412 -23.5241993, -46.6301767 -23.5241886, -46.6303114 -23.5241477, -46.6303232 -23.5241441))",-23.52407676534729,-46.63038832012344,1
way,1228944792,MCDONALDS,McDonald's,Rua Pamplona,734,São Paulo,01405-001,,,"POLYGON ((-46.6546638 -23.5644388, -46.6545842 -23.5643591, -46.6545402 -23.5643956, -46.6546178 -23.5644759, -46.6546638 -23.5644388))",-23.564250647802687,-46.65477555300623,1
way,1240354054,MCDONALDS,McDonald's,Avenida Otaviano Alves de Lima,2888A,São Paulo,02701-000,,,"POLYGON ((-46.68453 -23.5082482, -46.6845572 -23.5083757, -46.6846252 -23.5086939, -46.6846401 -23.5087639, -46.6846781 -23.508942, -46.6847334 -23.5089337, -46.6848182 -23.508921, -46.6850296 -23.5085767, -46.6850639 -23.5085209, -46.6846509 -23.5083099, -46.68453 -23.5082482))",-23.508545890158384,-46.68507832734595,1
way,1240786947,McDonald's,McDonald's,Avenida Otaviano Alves de Lima,4694A,São Paulo,05101-100,,,"POLYGON ((-46.7036058 -23.5075096, -46.7037775 -23.5075299, -46.7038379 -23.5075282, -46.7038804 -23.5074513, -46.7041672 -23.5069404, -46.7038822 -23.5069182, -46.7038728 -23.5069924, -46.703665 -23.5069747, -46.7036058 -23.5075096))",-23.507025597101272,-46.70343410298672,1
way,1268405160,MCDONALDS,McDonald's,,,,,,,"POLYGON ((-46.7123786 -23.5606584, -46.7123769 -23.5607459, -46.7121985 -23.560743, -46.7122002 -23.5606554, -46.7123786 -23.5606584))",-23.560794599471155,-46.71195480785693,1
way,1271065866,MCDONALDS,McDonald's,Praça da Liberdade,135,São Paulo,01503-010,,,"POLYGON ((-46.6351752 -23.5541649, -46.6350919 -23.5541852, -46.6351086 -23.5542357, -46.6351999 -23.5542152, -46.6351752 -23.5541649))",-23.55441363968614,-46.635214377434174,1
way,1280258819,MCDONALDS,McDonald's,Rua Taquarichim,,,,,,"POLYGON ((-46.6030046 -23.6204131, -46.6029477 -23.6204951, -46.6031219 -23.6205936, -46.6031805 -23.6205041, -46.6030046 -23.6204131))",-23.620537155259363,-46.60312249743046,1
way,1307489465,Mc Donalds,McDonald's,Avenida Angélica,1752,São Paulo,01228-200,,,"POLYGON ((-46.6589572 -23.5479718, -46.6588514 -23.5477437, -46.659243 -23.547582, -46.6593544 -23.5478058, -46.6589572 -23.5479718))",-23.547765055512635,-46.65880767195386,1
way,1323882463,Mc Donalds,McDonald's,Avenida Ipiranga,764,São Paulo,01040-000,,,"POLYGON ((-46.6407251 -23.5429638, -46.6406653 -23.5429216, -46.6406963 -23.542888, -46.6407545 -23.5429317, -46.6407251 -23.5429638))",-23.54276725646456,-46.64092626901676,1
way,1355005743,MCDONALDS,McDonald's,Avenida Parada Pinto,1940,São Paulo,02611-001,,,"POLYGON ((-46.6525376 -23.4713605, -46.652418 -23.4714193, -46.6523997 -23.4714283, -46.6523927 -23.4714148, -46.6522545 -23.4714814, -46.6522413 -23.4714786, -46.6521757 -23.4715147, -46.6521454 -23.4714683, -46.6520475 -23.471312, -46.6519255 -23.4711201, -46.6521182 -23.47106, -46.6521799 -23.4710367, -46.6523108 -23.4709872, -46.6525376 -23.4713605))",-23.471653271226476,-46.65178425193532,1
way,1366064860,Mc Donalds,McDonald's,,,,,,,"POLYGON ((-46.7078697 -23.5950406, -46.7077721 -23.5949981, -46.7078705 -23.5948234, -46.7078968 -23.5948391, -46.7079046 -23.5948277, -46.7079425 -23.594844, -46.7079363 -23.5948582, -46.7079541 -23.5948674, -46.7078697 -23.5950406))",-23.594758641934117,-46.70814234498386,1
way,1422762843,Mc Donalds,McDonald's,,,,,,,"POLYGON ((-46.7071911 -23.576472, -46.7072342 -23.5765108, -46.707251 -23.5764951, -46.7072671 -23.5765096, -46.7072616 -23.5765148, -46.707323 -23.57657, -46.7073292 -23.5765642, -46.7073459 -23.5765792, -46.7073333 -23.576591, -46.7073486 -23.5766048, -46.7072857 -23.5766636, -46.7072617 -23.576642, -46.7072526 -23.5766505, -46.7071239 -23.5765347, -46.7071911 -23.576472))",-23.57692048133852,-46.70769368557315,1
way,1422916173,McDonald's,McDonald's,Avenida Professor Vicente Rao,1001,São Paulo,,08008881955,,"POLYGON ((-46.6799849 -23.6327416, -46.6798196 -23.6327265, -46.6797772 -23.6330428, -46.6799511 -23.6330634, -46.6799849 -23.6327416))",-23.63278375532117,-46.6796147405379,1
way,1457577418,McDonald's,McDonald's,,,,,,,"POLYGON ((-46.6905379 -23.5946186, -46.6905556 -23.5946455, -46.6906203 -23.5946158, -46.6905942 -23.594566, -46.6905379 -23.5946186))",-23.594695013258214,-46.690449842315815,1
way,1459694614,Mc Donalds,McDonald's,Avenida Ermano Marchetti,457,São Paulo,05038-000,,,"POLYGON ((-46.6955117 -23.5158711, -46.6959633 -23.5159481, -46.6960534 -23.5155021, -46.6960443 -23.5154869, -46.6960289 -23.5154756, -46.696006 -23.5154725, -46.6957667 -23.5154684, -46.6955264 -23.5154643, -46.6955117 -23.5158711))",-23.51546652207374,-46.695888205456825,1
way,1483908892,McDonald's,McDonald's,,,,,,,"POLYGON ((-46.7002393 -23.6952566, -46.7001244 -23.6953055, -46.7001275 -23.6953137, -46.7001051 -23.6953215, -46.7001545 -23.6954259, -46.7002721 -23.6953721, -46.7002626 -23.6953507, -46.7002833 -23.69534, -46.7002393 -23.6952566))",-23.695596075736297,-46.70003958728522,1
way,1495765197,MCDONALD'S,McDonald's,,,,,,,"POLYGON ((-46.4107606 -23.5815409, -46.4109402 -23.5816435, -46.4110079 -23.5816895, -46.4109361 -23.5817798, -46.4106871 -23.5816328, -46.4107606 -23.5815409))",-23.58126716526112,-46.410488146803814,1
